"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000259592",10.0506659133314,-0.185168864446823,0.178227061123682,-1.0389492105148,0.298828357921733,0.519534640924316,"PRELID1P4"
"ENSG00000130254",486.343021345241,-0.0669827626072858,0.0644835163893757,-1.03875790834387,0.29891734173797,0.519649623212443,"SAFB2"
"ENSG00000140527",112.072961430014,0.150761642536724,0.145168464222302,1.03852887983893,0.299023897141312,0.519795132725619,"WDR93"
"ENSG00000179886",31.2677875346258,0.116861999794502,0.112544132915758,1.03836598822949,0.29909969781025,0.519887162934377,"TIGD5"
"ENSG00000228212",35.2466780484951,-0.135954965638767,0.130965366766013,-1.038098613366,0.299224146954088,0.520063732104827,"OFD1P17"
"ENSG00000125734",374.664635403857,0.0569061375932177,0.0548366324273763,1.03773946492032,0.299391366313951,0.520314604985443,"GPR108"
"ENSG00000228446",29.7286629910626,0.12758658395703,0.122957400314004,1.03764867857651,0.299433646266122,0.520324731066011,"ENSG00000228446"
"ENSG00000237493",15.727106826611,0.139432451503644,0.134382415762329,1.03757958742345,0.29946582525739,0.520324731066011,"ENSG00000237493"
"ENSG00000261868",17.7006349101726,-0.166285690185228,0.160256861072837,-1.0376197878333,0.299447101759958,0.520324731066011,"ENSG00000261868"
"ENSG00000246366",20.3181549774432,0.13729810595788,0.13235154031471,1.03737444710811,0.299561382319389,0.520451002938826,"ENSG00000246366"
"ENSG00000254750",15.6529324545774,-0.16512626830799,0.159188838318693,-1.03729802951015,0.299596983842506,0.520473098114418,"CASP1P2"
"ENSG00000141404",217.084920818353,0.0719460364235767,0.0693784623253355,1.03700823010751,0.299732021584392,0.520608655689308,"GNAL"
"ENSG00000198711",15.6499834456856,-0.143793359463115,0.1386650802127,-1.03698320617237,0.299743683883727,0.520608655689308,"SSBP3-AS1"
"ENSG00000257698",71.7177681866213,0.144046640416487,0.138905088358024,1.03701485754942,0.299728932943754,0.520608655689308,"ENSG00000257698"
"ENSG00000182095",1154.37024881179,-0.113022596510699,0.109014489889664,-1.03676673279939,0.29984458301804,0.520744135320885,"TNRC18"
"ENSG00000158985",623.956806575594,-0.0997567950474521,0.0962252665400303,-1.03670063627158,0.299875395396187,0.520757882941961,"CDC42SE2"
"ENSG00000087495",20.4820525041702,0.159795456617145,0.154193547281252,1.03633037461467,0.300048040210546,0.520898605186524,"PHACTR3"
"ENSG00000139505",459.56898956748,0.089431653896649,0.0862870410916241,1.03644362774806,0.299995225747677,0.520898605186524,"MTMR6"
"ENSG00000198792",304.615785912212,0.0755713344581126,0.072920745532139,1.03634890053072,0.300039400411323,0.520898605186524,"TMEM184B"
"ENSG00000258926",19.2088928268308,-0.156862320243614,0.151362023356808,-1.03633868499392,0.300044164537781,0.520898605186524,"ENSG00000258926"
"ENSG00000175707",91.3268725586733,0.0936069826259978,0.0903400219984975,1.03616293814445,0.300126133886357,0.520994412235637,"C1orf172"
"ENSG00000202198",280116.937711173,0.125191629006747,0.120856982959716,1.035865913089,0.300264702027664,0.521195175373364,"RN7SK"
"ENSG00000169245",44.1874917686596,-0.228134284055464,0.220245917915713,-1.03581617409486,0.300287910433402,0.521195683371283,"CXCL10"
"ENSG00000263847",21.2123266704806,0.133834329781341,0.129237459460801,1.03556917893403,0.300403177036387,0.521355960207217,"ENSG00000263847"
"ENSG00000228133",9.176599639523,-0.197537213682485,0.190774851864815,-1.03544681991137,0.300460289922691,0.521376126520874,"ENSG00000228133"
"ENSG00000255508",7.52474331780228,-0.172567268179022,0.166659833539257,-1.0354460610833,0.300460644139513,0.521376126520874,"MIR3654"
"ENSG00000131469",1347.45881313734,0.12591820027402,0.121633002470415,1.03523055187795,0.300561253929403,0.521460374224505,"RPL27"
"ENSG00000198689",197.346028928909,-0.0801873611710071,0.0774573450100367,-1.03524541359656,0.300554315062482,0.521460374224505,"SLC9A6"
"ENSG00000253915",5.18936875798346,-0.201545271331343,0.194693099205004,-1.0351947354802,0.300577976876682,0.521460374224505,"MAPRE1P1"
"ENSG00000181031",90.5103493498761,0.102108358312793,0.0986735106047003,1.03481023110502,0.300757543939171,0.521732101239609,"RPH3AL"
"ENSG00000158486",2543.56608742708,0.151217990090826,0.146174082193512,1.03450617114624,0.300899593322326,0.521779532671774,"DNAH3"
"ENSG00000188316",87.3065889021339,0.130870398951,0.126501739039479,1.03453438620443,0.300886410055539,0.521779532671774,"ENO4"
"ENSG00000223117",7.79884564779738,0.177741985040108,0.17179606360932,1.03461034732617,0.300850919723953,0.521779532671774,"RN7SKP296"
"ENSG00000258944",5.69282037088694,-0.198092405918353,0.191470319141774,-1.0345854480541,0.300862552781242,0.521779532671774,"ENSG00000258944"
"ENSG00000259826",17.6089483377104,-0.123734551830315,0.119593395994001,-1.03462696081079,0.300843157992308,0.521779532671774,"ENSG00000259826"
"ENSG00000112787",236.732759568655,-0.119269288839035,0.115297327607136,-1.03444972502253,0.300925968490165,0.521785486570123,"FBRSL1"
"ENSG00000207638",6.21326567105994,-0.176561486539118,0.170693264041647,-1.03437875847309,0.300959130696596,0.521803206934242,"MIR99A"
"ENSG00000170919",277.31676344162,-0.106543869020638,0.103008652708484,-1.03431960538459,0.300986774409925,0.52181135735798,"TPT1-AS1"
"ENSG00000070047",534.630320646127,-0.093821878161423,0.0907297500782083,-1.03408064147151,0.301098465423245,0.521965205608711,"PHRF1"
"ENSG00000138111",30.3850912928432,0.111915044166858,0.108250345550285,1.0338539207237,0.301204459536008,0.522109155375884,"TMEM180"
"ENSG00000186716",977.243502928066,0.0642095045757611,0.0621184146008266,1.03366296432985,0.301293752749321,0.522224135995317,"BCR"
"ENSG00000225187",5.56182584443984,-0.193368229069914,0.187181499613689,-1.03305203489123,0.30157954817351,0.522679664989584,"ENSG00000225187"
"ENSG00000154478",8.24237929143759,-0.202161282720651,0.195717212028028,-1.03292541634867,0.30163880344572,0.522742528616996,"GPR26"
"ENSG00000101680",44.436910492842,0.193391153629594,0.187251710497244,1.03278711375211,0.301703535507797,0.52281487326395,"LAMA1"
"ENSG00000165046",40.3889495213918,-0.096583354360582,0.0935406977986862,-1.03252762309347,0.30182501418264,0.52298553425034,"LETM2"
"ENSG00000235586",12.620426802752,-0.145982276936248,0.141402832315954,-1.03238580547002,0.301891418833971,0.523060747311636,"ENSG00000235586"
"ENSG00000240074",7.15748302359298,0.191097830868881,0.185161454083944,1.03206054313143,0.302043756319514,0.523284825847884,"RPL9P30"
"ENSG00000052850",18.1677441941599,0.164281877069098,0.159242843467103,1.03164370525094,0.302239058229017,0.523583299593325,"ALX4"
"ENSG00000104427",347.27144745051,-0.0983871471092177,0.0953747481587935,-1.03158486925081,0.302266631546392,0.523591185673354,"ZC2HC1A"
"ENSG00000233608",17.399398603664,-0.187145219310369,0.181441303371655,-1.03143670064489,0.302336077739453,0.523671597906185,"TWIST2"
"ENSG00000224152",10.3462262692273,0.151698411023209,0.147089538442483,1.0313337891296,0.302384318312428,0.523686214685645,"ENSG00000224152"
"ENSG00000259964",15.3216360342189,-0.173946873544213,0.168664232293559,-1.03132045946445,0.302390567071165,0.523686214685645,"ENSG00000259964"
"ENSG00000145217",91.4782398205057,0.132542424063052,0.128590775038609,1.03073042388349,0.302667253477944,0.524031813306392,"SLC26A1"
"ENSG00000151923",608.837613649799,0.0423649511782948,0.0410996928871498,1.03078510330038,0.302641605487799,0.524031813306392,"TIAL1"
"ENSG00000181284",28.4773063102685,0.132669796005521,0.12871366752133,1.03073588501032,0.302664691810539,0.524031813306392,"TMEM102"
"ENSG00000257083",9.81151098116324,0.178312346147429,0.173001481706332,1.03069837546312,0.302682286818769,0.524031813306392,"ENSG00000257083"
"ENSG00000131951",27.64382033629,0.178112358335991,0.172838932659963,1.03051063550828,0.302770362249126,0.524144399375409,"LRRC9"
"ENSG00000119335",1601.13264787092,0.0983185385548661,0.0954174183672231,1.03040451352894,0.302820155349209,0.524150807706424,"SET"
"ENSG00000142208",628.841504359357,0.0574338607758749,0.0557373348843589,1.03043787247876,0.302804502533371,0.524150807706424,"AKT1"
"ENSG00000109756",809.713404694233,-0.0404536439253953,0.0392646979106735,-1.03028027918174,0.302878453804628,0.524211822032757,"RAPGEF2"
"ENSG00000261229",10.1984648047932,-0.157142460186442,0.152533789472894,-1.03021409701729,0.302909513624569,0.5242256869485,"ENSG00000261229"
"ENSG00000153291",196.57760265045,-0.125913988919251,0.122251370488841,-1.02995973309554,0.303028908362088,0.524392413588019,"SLC25A27"
"ENSG00000222018",16.4522617522776,-0.142878005272135,0.138789380770559,-1.02945920270611,0.303263941418278,0.524759212082876,"C21orf140"
"ENSG00000173436",104.745395766196,-0.0664871333983772,0.0645928288837991,-1.0293268548121,0.303326108004715,0.524795422586536,"MINOS1"
"ENSG00000175931",302.296699287291,0.0616021737625327,0.0598476555304513,1.02931640707611,0.303331015886502,0.524795422586536,"UBE2O"
"ENSG00000139372",238.793742500779,0.0614679909334732,0.0597233789717137,1.02921154147333,0.30338028000713,0.524840730849789,"TDG"
"ENSG00000167968",7.04238513898141,-0.186264554910829,0.180991887068036,-1.02913206734406,0.303417619176642,0.524865403905806,"DNASE1L2"
"ENSG00000246560",13.4470413658961,-0.146677325014631,0.14254040213826,-1.02902280907246,0.303468956754923,0.524914286442617,"ENSG00000246560"
"ENSG00000115486",377.322525957335,-0.0381066402248976,0.0370342478174974,-1.02895677570353,0.303499986890729,0.524928038162946,"GGCX"
"ENSG00000139641",777.820322357007,-0.0651992953296431,0.0633684527690898,-1.02889201930217,0.303530419006721,0.524940345953145,"ESYT1"
"ENSG00000171552",570.13190173161,0.0791519801835423,0.0769329708884328,1.02884341095221,0.303553263716838,0.524940345953145,"BCL2L1"
"ENSG00000169902",172.492360934969,0.0701455435829158,0.0681989602936014,1.02854271210198,0.303694610059082,0.525137831644825,"TPST1"
"ENSG00000234409",12.3338110962102,-0.183426695074357,0.17834350667509,-1.02850223422223,0.303713640408725,0.525137831644825,"ENSG00000234409"
"ENSG00000152439",78.52806218257,-0.0816946591238025,0.0794380060826664,-1.02840772512326,0.303758076186025,0.525174738485363,"ZNF773"
"ENSG00000232712",28.9939111515577,-0.140705800674436,0.136830680614557,-1.0283205494738,0.303799067791059,0.525205685454534,"ENSG00000232712"
"ENSG00000211699",9.56857396873624,-0.200035944380742,0.194576706627372,-1.02805699535158,0.303923018170038,0.525380035362114,"TRGV3"
"ENSG00000155886",18.0966319706367,-0.219017677672683,0.213051396469416,-1.02800395257735,0.303947968423195,0.52538323406423,"SLC24A2"
"ENSG00000267562",7.43471008111595,-0.190978276774171,0.185826953221914,-1.02772107847081,0.30408104968299,0.525573325783869,"ENSG00000267562"
"ENSG00000187240",2789.85954585364,-0.105394728712588,0.102556913554548,-1.02767063730453,0.304104784354032,0.525574408461102,"DYNC2H1"
"ENSG00000100023",378.574095255797,0.0650586394679139,0.0633311675977398,1.02727680438716,0.304290141461667,0.525774897622438,"PPIL2"
"ENSG00000154727",363.047551711508,-0.0789013513134197,0.0768047548954163,-1.02729774244913,0.304280285093845,0.525774897622438,"GABPA"
"ENSG00000203791",111.724933628613,-0.0750598320563474,0.0730633362412764,-1.0273255495544,0.30426719552539,0.525774897622438,"METTL10"
"ENSG00000009335",998.248563312922,0.0477863932005462,0.0465269012365479,1.02707018801005,0.304387415270653,0.525807142904413,"UBE3C"
"ENSG00000116652",16.856936807352,0.130375035002456,0.12694075791743,1.0270541718938,0.304394956428778,0.525807142904413,"DLEU2L"
"ENSG00000226026",84.0061515613332,0.145471296724188,0.14164121243676,1.0270407476859,0.304401277287302,0.525807142904413,"ENSG00000226026"
"ENSG00000248240",6.35650264135169,0.178478800326192,0.173776430262831,1.02705988410654,0.304392266829951,0.525807142904413,"ENSG00000248240"
"ENSG00000177301",20.2336238654443,-0.159828298486427,0.155629567582268,-1.02697900514271,0.304430350208982,0.525817427487324,"KCNA2"
"ENSG00000133488",43.7253462245116,-0.174479278288472,0.169966346845035,-1.02655191175905,0.304631507607906,0.526070877747801,"SEC14L4"
"ENSG00000161996",412.816584246897,0.136512061920164,0.132986178791097,1.02651315468358,0.304649766230847,0.526070877747801,"WDR90"
"ENSG00000185668",35.7721347314097,0.143353782296283,0.139656919052296,1.02647103537063,0.304669609641841,0.526070877747801,"POU3F1"
"ENSG00000255647",5.34346101642456,0.182564354793401,0.17784524689555,1.02653491156062,0.304639516384188,0.526070877747801,"ENSG00000255647"
"ENSG00000182732",15.2787941410014,-0.179171007955772,0.174628372207315,-1.02601315978061,0.304885381089781,0.526363527213146,"RGS6"
"ENSG00000224451",10.4853303159812,-0.158738370699193,0.15471193161604,-1.02602539468737,0.30487961413632,0.526363527213146,"ATP5F1P1"
"ENSG00000135090",278.236390300113,0.0609787434609382,0.0594396485443281,1.02589340540031,0.304941831434248,0.526421025741217,"TAOK3"
"ENSG00000203306",23.6857679413819,0.186416876266066,0.181769208442388,1.02556906014778,0.305094757551244,0.526645049009222,"ENSG00000203306"
"ENSG00000156603",59.27048643227,0.087387650349702,0.0852183056073733,1.02545632334353,0.305147923941947,0.526696849217245,"MED19"
"ENSG00000166923",19.311601249349,0.213559411983049,0.208279586072702,1.02534970426004,0.305198210886525,0.526742996075392,"GREM1"
"ENSG00000263642",9.97569417420426,0.190970440632965,0.186257849768188,1.02530143492283,0.305220978951706,0.526742996075392,"MIR4802"
"ENSG00000143353",206.053570128827,0.0823715378055717,0.0803470003935889,1.02519742370052,0.305270043623059,0.526787698950141,"LYPLAL1"
"ENSG00000108187",135.349383052866,0.0695055725847404,0.0678022068369812,1.02512257088998,0.3053053567865,0.526808666622574,"PBLD"
"ENSG00000152952",273.373400498801,-0.0825411173076196,0.0805363145905654,-1.02489315195569,0.305413606187035,0.526915501715688,"PLOD2"
"ENSG00000175147",11.5796629516991,0.163101820601187,0.159138471477965,1.02490503450493,0.305407998880725,0.526915501715688,"TMEM51-AS1"
"ENSG00000128159",878.619138509118,-0.0995532882575312,0.0971695095738652,-1.02453216748875,0.305583985219798,0.527129477424277,"TUBGCP6"
"ENSG00000135577",5.99884333445379,0.19564540443376,0.190957770747497,1.02454801220141,0.305576505440337,0.527129477424277,"NMBR"
"ENSG00000165630",74.8612988119969,0.0708607503197131,0.0691877643379387,1.02418037347764,0.305750087139119,0.527376003480368,"PRPF18"
"ENSG00000114030",535.567069101753,0.0390558675581634,0.0381621677391487,1.02341847625437,0.306110027259857,0.527796714426365,"KPNA1"
"ENSG00000162244",1235.20473182025,0.103251251854726,0.100887125715621,1.02343337786993,0.306102984656006,0.527796714426365,"RPL29"
"ENSG00000234925",38.5464489112841,-0.126185180094446,0.123282426230582,-1.02354556081201,0.306049969690031,0.527796714426365,"ENSG00000234925"
"ENSG00000235231",10.7853918846413,0.225459849468977,0.220262075094329,1.02359813586802,0.306025126075227,0.527796714426365,"ENSG00000235231"
"ENSG00000273061",9.17151534625638,0.159374137763586,0.155715048575646,1.02349862278187,0.306072150735913,0.527796714426365,"ENSG00000273061"
"ENSG00000233579",26.6746202586911,0.183371641910639,0.179194348486085,1.02331152438593,0.306160576584797,0.527843856416361,"KRT8P15"
"ENSG00000171747",12.6621995292159,0.147580951367919,0.144253581785162,1.02306611414136,0.306276587263581,0.52800384300181,"LGALS4"
"ENSG00000181163",2226.85914320527,0.102301403981399,0.100002765644124,1.02298574766876,0.306314584548264,0.528029324766236,"NPM1"
"ENSG00000160201",619.077212784954,-0.0572931844343205,0.0560185422924139,-1.0227539327113,0.306424204209443,0.528178256956391,"U2AF1"
"ENSG00000171931",47.5928759674224,-0.164130842082213,0.160488618446479,-1.02269459149808,0.30645226940592,0.52818660316522,"FBXW10"
"ENSG00000177981",229.310859757819,-0.0545524097865925,0.0533468554160496,-1.02259841486702,0.306497759387646,0.528224978367251,"ASB8"
"ENSG00000003056",418.750036191724,-0.0756120944098948,0.0739515200775695,-1.02245490465353,0.306565645702741,0.528301943162839,"M6PR"
"ENSG00000235330",9.42646609149578,0.201956823724687,0.197551495554058,1.02229964474971,0.306639101329988,0.528388493116847,"ENSG00000235330"
"ENSG00000263345",36.4218897212627,-0.134301890898493,0.131380500320575,-1.02223610483131,0.30666916631446,0.528400266564854,"ENSG00000263345"
"ENSG00000145362",386.393899978527,-0.126340152948415,0.123601958359037,-1.02215332690299,0.306708337017208,0.528427726469161,"ANK2"
"ENSG00000248727",10.3123654976371,-0.174060827061021,0.170310624206433,-1.02201978221889,0.306771537650346,0.528496580239318,"ENSG00000248727"
"ENSG00000213612",9.19445356421838,-0.206478769345606,0.202039840172542,-1.02197056367335,0.30679483272791,0.528496680721319,"FAM220CP"
"ENSG00000162704",651.308151570659,0.104415050563885,0.102183260807968,1.02184105046434,0.306856136770238,0.52854981098298,"ARPC5"
"ENSG00000235174",75.3343376693409,0.146130016925253,0.143011337759751,1.02180721622744,0.306872153272523,0.52854981098298,"RPL39P3"
"ENSG00000138400",303.257193306032,0.148059554480758,0.144939985138454,1.02152317967553,0.307006632762014,0.528741394482754,"MDH1B"
"ENSG00000204842",701.205266235698,0.0742461845676876,0.0726925448655947,1.02137275156573,0.307077870020045,0.528824038444454,"ATXN2"
"ENSG00000182986",409.225999805057,-0.0619778967144132,0.0606978301361911,-1.02108916538449,0.307212195845182,0.529015307563812,"ZNF320"
"ENSG00000272658",32.2202421699563,-0.11318714013564,0.110854864843917,-1.02103899810809,0.30723596255056,0.529016180804749,"ENSG00000272658"
"ENSG00000177374",43.9070661201876,-0.162899892904833,0.159568780419599,-1.02087571564109,0.307313325912806,0.529109332669255,"HIC1"
"ENSG00000104979",133.217196241465,0.0967288092668211,0.0947596717339577,1.0207803329922,0.30735852425478,0.529147095272932,"C19orf53"
"ENSG00000116690",10.433156264842,-0.169059620075693,0.165671272096618,-1.02045223614326,0.307514030933915,0.529334679449101,"PRG4"
"ENSG00000259644",26.439705312108,0.155449131855901,0.152329168362511,1.02048172078223,0.307500054094459,0.529334679449101,"ENSG00000259644"
"ENSG00000148300",132.452128777818,-0.0609309675743624,0.0597319051995522,-1.02007406880468,0.307693333911965,0.529603237966832,"REXO4"
"ENSG00000236814",9.59233326941745,0.16071451546372,0.157561253096697,1.02001293024173,0.307722328438988,0.529613063792383,"ENSG00000236814"
"ENSG00000104613",653.322855192934,-0.0543563858640463,0.0533038513992558,-1.01974593649729,0.307848969506777,0.52979093238969,"INTS10"
"ENSG00000082516",283.869768521628,-0.056281920310391,0.055201234267053,-1.01957720796803,0.307929018981222,0.529860543734324,"GEMIN5"
"ENSG00000147130",448.771375352856,0.0534176042077424,0.0523930656351358,1.01955485063121,0.307939626952646,0.529860543734324,"ZMYM3"
"ENSG00000237753",11.6276222426959,-0.149792019394086,0.146925017201046,-1.01951336979677,0.307959309163913,0.529860543734324,"ENSG00000237753"
"ENSG00000256533",11.5024352144862,-0.165917759148135,0.162765812526585,-1.01936491805387,0.308029754744491,0.529941659751037,"ENSG00000256533"
"ENSG00000091732",85.4275831121719,-0.056272643598953,0.0552445179296006,-1.0186104559852,0.308387938342521,0.530162983146722,"ZC3HC1"
"ENSG00000103187",172.787886994225,-0.149773393373918,0.146992214301595,-1.01892058763477,0.308240668887429,0.530162983146722,"COTL1"
"ENSG00000116127",2089.49901669115,-0.0763191859698512,0.0749201731349338,-1.01867337963031,0.308358054588826,0.530162983146722,"ALMS1"
"ENSG00000131652",94.7687602371046,0.0860875828666385,0.0844870036514347,1.01894467960785,0.308229230494371,0.530162983146722,"THOC6"
"ENSG00000163714",1465.65646696819,-0.049457088113056,0.0485371829146856,-1.01895258733881,0.308225476121078,0.530162983146722,"U2SURP"
"ENSG00000173918",65.7666391561331,-0.175289061884376,0.172051023672067,-1.01882022055551,0.308288324216181,0.530162983146722,"C1QTNF1"
"ENSG00000183935",23.5318417083149,-0.121274917440862,0.119056843915815,-1.01863037396334,0.308378478671368,0.530162983146722,"HTR7P1"
"ENSG00000187513",44.0272050126887,-0.147584239320324,0.144887987946125,-1.01860921262294,0.308388528860535,0.530162983146722,"GJA4"
"ENSG00000241362",5.74169461674485,0.191225384055732,0.187732995105923,1.01860295760923,0.30839149960566,0.530162983146722,"RPL36AP43"
"ENSG00000264304",16.7886179041893,-0.163354644092263,0.160364460804397,-1.01864617180682,0.30837097591759,0.530162983146722,"ENSG00000264304"
"ENSG00000137343",104.626871824673,0.0938851628534343,0.092182115050795,1.01847481804579,0.308452362148395,0.530227535689146,"ATAT1"
"ENSG00000264914",27.4005668552491,-0.148215036561098,0.145562309392923,-1.01822399753919,0.308571517540758,0.530392275918002,"ENSG00000264914"
"ENSG00000226367",31.2338498670174,0.124896558153237,0.122670100058097,1.01814996559134,0.308606693153066,0.530412652389733,"ST7-AS2"
"ENSG00000260156",13.7260743685052,0.166887748032675,0.163977239669712,1.01774946552842,0.308797033117446,0.530699691795616,"ENSG00000260156"
"ENSG00000259918",7.37431862051086,0.17139098917739,0.168425600010233,1.01760652280281,0.308864986262699,0.530776369290428,"NDUFA5P11"
"ENSG00000130669",213.536958619063,0.0908370640756571,0.0892899875723663,1.01732642757999,0.308998168615156,0.530965121410025,"PAK4"
"ENSG00000179241",58.2807743826842,-0.117918352399615,0.115917238124189,-1.01726330188511,0.309028189464605,0.530976591462037,"LDLRAD3"
"ENSG00000272472",5.81381603445736,0.203854632480387,0.200408797677826,1.01719402961591,0.309061135674834,0.530993085797584,"ENSG00000272472"
"ENSG00000124784",157.49376945222,0.063018392053763,0.0619618559240962,1.01705139579681,0.309128980287431,0.53106953150973,"RIOK1"
"ENSG00000135775",344.730932754469,0.0515698575261011,0.0507196056582921,1.01676377126308,0.309265820519773,0.531264488059043,"COG2"
"ENSG00000133316",106.634943049494,-0.0553375758033533,0.0544415810733094,-1.01645791162526,0.309411380195181,0.531474392505037,"WDR74"
"ENSG00000232561",66.4675680374734,0.108784096461637,0.107042274232434,1.01627228346645,0.309499743357614,0.531579581667494,"GTF2IP1"
"ENSG00000239789",30.6049131222457,-0.114148952948136,0.112325785078272,-1.01623107168665,0.30951936334957,0.531579581667494,"MRPS17"
"ENSG00000120555",16.2180845186069,0.150359356065133,0.147986520403905,1.01603413374915,0.309613132372478,0.531652976962245,"SEPT7P9"
"ENSG00000135486",1437.98791897313,-0.0746106747187578,0.07343190860356,-1.01605250547908,0.3096043841573,0.531652976962245,"HNRNPA1"
"ENSG00000154035",125.549558790553,0.0786242574592779,0.0773865342364758,1.01599403869179,0.309632225327203,0.531652976962245,"C17orf103"
"ENSG00000082212",303.802277490637,0.0717107555314947,0.0705901856705409,1.01587430108463,0.309689248074883,0.531670611278316,"ME2"
"ENSG00000235413",19.7106357332069,-0.146294148795709,0.144005442182452,-1.01589319527492,0.309680249616828,0.531670611278316,"KRT18P63"
"ENSG00000224238",12.0987933019627,-0.173733416327238,0.1710364552787,-1.01576834040523,0.309739715609253,0.531717117655434,"WARS2-IT1"
"ENSG00000156427",9.98024357081225,-0.163962863666181,0.161452714077022,-1.0155472740332,0.309845023804009,0.531857752558368,"FGF18"
"ENSG00000249643",21.6931438142069,-0.143448238170067,0.14125956991748,-1.01549394673838,0.30987043057951,0.531861223537875,"ENSG00000249643"
"ENSG00000241230",9.41696022826355,0.168457336363993,0.165915873983066,1.01531777713558,0.30995437301721,0.531925017724547,"RN7SL801P"
"ENSG00000246100",34.626454429801,-0.117461667353846,0.115687111501452,-1.01533927011715,0.309944131097382,0.531925017724547,"LINC00900"
"ENSG00000231711",59.310657082198,-0.0968870541397825,0.0954338988168459,-1.01522682548814,0.309997716126829,0.531959261776716,"LINC00899"
"ENSG00000118308",494.639834861211,0.0707582104154573,0.0697064174856074,1.01508889665814,0.310063453902562,0.532031927239522,"LRMP"
"ENSG00000203691",30.144715754624,0.132355348303275,0.130406833073291,1.01494181849267,0.310133562451687,0.532112080899303,"ENSG00000203691"
"ENSG00000217195",6.93560216899088,0.189666485321583,0.186887182356437,1.01487155475353,0.310167059144772,0.532129410363483,"ENSG00000217195"
"ENSG00000008438",6.93055785854798,0.190653244131824,0.187879232849916,1.01476486378952,0.310217926283842,0.532136399079847,"PGLYRP1"
"ENSG00000178882",6.697481328783,0.194174171068434,0.191339766273134,1.01481346429186,0.310194754299193,0.532136399079847,"FAM101A"
"ENSG00000204533",8.32196208802893,-0.174733150432618,0.17220660137689,-1.01467161557993,0.310262388820094,0.532172531774073,"ENSG00000204533"
"ENSG00000198807",758.730234483101,0.0689628892491478,0.0680021567620557,1.01412797082972,0.310521692835588,0.532536976463022,"PAX9"
"ENSG00000227123",7.56320079081432,-0.180171124708138,0.177654174854525,-1.01416769324827,0.310502741461083,0.532536976463022,"RPL12P44"
"ENSG00000066117",383.871543446131,-0.0486042621823774,0.047931024212556,-1.01404597504188,0.310560815045379,0.532563912945194,"SMARCD1"
"ENSG00000132854",29.6260902025461,-0.196171403728096,0.19350871682748,-1.01376003595223,0.310697269079296,0.532717579188806,"KANK4"
"ENSG00000259932",10.0222484780536,-0.200583843926676,0.197855899153254,-1.01378753317489,0.310684145310353,0.532717579188806,"ENSG00000259932"
"ENSG00000215021",503.779857374949,0.0872244174867817,0.0860458837579168,1.01369657300727,0.310727559826755,0.532729354794189,"PHB2"
"ENSG00000231050",7.71868591282788,-0.172291928284014,0.170024762147641,-1.01333432911615,0.310900495480226,0.532985668892911,"ENSG00000231050"
"ENSG00000146221",124.880180449601,0.147351735796864,0.145458869588937,1.01301306832149,0.31105391887925,0.533168311929283,"TCTE1"
"ENSG00000196559",12.6342905183752,-0.155068760678541,0.153074315339623,-1.01302926186208,0.311046184191299,0.533168311929283,"LINC00610"
"ENSG00000134590",161.066429595082,-0.0840462903040491,0.0829843685459231,-1.01279664805232,0.311157302105752,0.533305326231592,"FAM127A"
"ENSG00000230022",6.98435664767579,-0.180387872280386,0.178123841873763,-1.01271042878262,0.311198495070433,0.533335737463789,"FNTAP2"
"ENSG00000142867",234.856206180827,0.109997867744227,0.108631049297885,1.01258220789706,0.311259761791518,0.53340054416714,"BCL10"
"ENSG00000199872",7.62614805692336,-0.183822520636963,0.181566129678135,-1.01242737818352,0.311333753390545,0.533487145868648,"RNU6-942P"
"ENSG00000244218",6.81320706959013,-0.177568366462288,0.175410710026795,-1.01230059689721,0.311394349559501,0.533550782460546,"RN7SL81P"
"ENSG00000227318",8.34169678273887,0.205627572051235,0.203142292075808,1.01223418299573,0.311426095739631,0.533564980904119,"ENSG00000227318"
"ENSG00000267060",6.87484845722694,-0.192078767803138,0.189783355459463,-1.01209490862946,0.311492676520418,0.53363885468367,"PTGES3L"
"ENSG00000271664",17.0950928800937,-0.150940782454645,0.149159271621701,-1.01194368149948,0.311564982006041,0.533722523969677,"ENSG00000271664"
"ENSG00000159658",1409.26492315762,0.0644135210041877,0.0636597936728809,1.01183992733592,0.311614595875676,0.533767311989485,"EFCAB14"
"ENSG00000115073",433.22099510228,0.0573089065514459,0.056644865750282,1.01172287712873,0.311670573990548,0.533822993812864,"ACTR1B"
"ENSG00000237705",18.7170870435726,-0.136539885277834,0.134974303888199,-1.0115991069747,0.311729773065441,0.533884183629547,"ENSG00000237705"
"ENSG00000235145",19.6610251937931,-0.13924116907058,0.137667041093326,-1.01143431256132,0.311808605485775,0.533978986760671,"ENSG00000235145"
"ENSG00000145545",146.275804862555,0.125463439443698,0.12405506519437,1.01135281535761,0.311847596019283,0.534005550659734,"SRD5A1"
"ENSG00000140043",108.803045380856,0.0785127973089102,0.0776373516390065,1.01127608878229,0.311884307088356,0.534028207514686,"PTGR2"
"ENSG00000183831",135.299871677346,0.152871881710361,0.151183492709829,1.01116781316709,0.311936118151425,0.534076714185187,"ANKRD45"
"ENSG00000094631",500.315204792485,-0.0468549196436768,0.0463474236264121,-1.01094982153389,0.312040446733705,0.534215123862355,"HDAC6"
