"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000245205",32.8520469887995,-0.329585712807616,0.11716201015237,-2.81307663105974,0.00490699556633742,0.0290864496118786,"EEF1A1P4"
"ENSG00000134072",20.0769794195018,-0.344198920781978,0.122366190436988,-2.81285965962324,0.0049103076565804,0.0290940037291811,"CAMK1"
"ENSG00000257474",12.4944646168351,0.504133291157501,0.179226646048049,2.81282556067219,0.00491082836424227,0.0290940037291811,"ENSG00000257474"
"ENSG00000215346",50.4910776245124,0.340890789729906,0.121199879083346,2.81263308435716,0.00491376850849152,0.0291038413950862,"ENSG00000215346"
"ENSG00000172269",158.127157803354,0.185583964758102,0.0660049560456913,2.81166712132395,0.00492854799808119,0.0291777077196679,"DPAGT1"
"ENSG00000179869",9782.8953044786,-0.312737271401432,0.111229077818068,-2.81165031245663,0.0049288055337216,0.0291777077196679,"ABCA13"
"ENSG00000066382",75.2457641522429,-0.291704302539841,0.103773183746413,-2.81097960001562,0.00493909173563819,0.0292309920466706,"MPPED2"
"ENSG00000213659",11.0561297930122,-0.510513929489521,0.181652804877989,-2.81038286104319,0.00494825978042961,0.0292776327903462,"RSU1P3"
"ENSG00000014914",132.453225802401,-0.215404868759031,0.0766491717075968,-2.81027001284193,0.00494999526189021,0.029280284066692,"MTMR11"
"ENSG00000105137",62.469623419744,-0.423229905620357,0.150607749421388,-2.81014693630534,0.00495188867149412,0.0292838679002762,"SYDE1"
"ENSG00000047644",504.536389094168,-0.147614021505878,0.0525499232371381,-2.80902449352307,0.00496918658191614,0.0293632578901275,"WWC3"
"ENSG00000183648",177.734681978117,0.247261464325009,0.0880230897916025,2.8090523169592,0.00496875713667569,0.0293632578901275,"NDUFB1"
"ENSG00000200087",4173.50286339661,0.414330734438632,0.147497976770684,2.80906045974308,0.00496863146193436,0.0293632578901275,"SNORA73B"
"ENSG00000225217",47.8563186402889,-0.485727242928117,0.172939360332287,-2.80865640993952,0.00497487098649477,0.0293892118745031,"HSPA7"
"ENSG00000102871",125.620476027883,0.196448532261237,0.0699463664738098,2.80855950301284,0.0049763685213443,0.0293904247336938,"TRADD"
"ENSG00000172531",385.154087336274,0.258304063833883,0.0919828274886689,2.80817703571575,0.00498228289542565,0.02941771603675,"PPP1CA"
"ENSG00000164736",15.5416903858139,-0.518415790959777,0.184621188000151,-2.80799726496914,0.00498506501853285,0.0294265037065951,"SOX17"
"ENSG00000261087",31.4924482380379,-0.341403753794982,0.121623026734465,-2.80706510075889,0.00499951368631891,0.0295041357762422,"ENSG00000261087"
"ENSG00000049656",634.507437566054,0.155995410411312,0.0555849936905604,2.80643029807168,0.00500937487444103,0.0295546620348345,"CLPTM1L"
"ENSG00000115902",529.053364215898,0.1840231663642,0.0655826128552767,2.80597491244044,0.00501645978165586,0.0295887866374432,"SLC1A4"
"ENSG00000166265",145.138550154918,-0.384499114905056,0.137097458961588,-2.80456777111227,0.00503840942876031,0.0297105481067473,"CYYR1"
"ENSG00000130787",470.044240000707,0.26116371182611,0.0931263132117216,2.8044029965232,0.00504098537756512,0.0297180330293782,"HIP1R"
"ENSG00000134852",786.11160477647,0.154738566129222,0.055181641088042,2.80416752887681,0.00504466854930672,0.0297245881018069,"CLOCK"
"ENSG00000162851",114.709604815099,0.221438037829513,0.0789675547103389,2.80416480720177,0.00504471113581493,0.0297245881018069,"TFB2M"
"ENSG00000226608",9.39193235607022,0.46378795152813,0.165397869150602,2.80407452592894,0.00504612396632772,0.0297252119891628,"FTLP3"
"ENSG00000106266",132.280174222844,0.224320236845682,0.0800022894540406,2.80392271741859,0.00504850045593762,0.0297315107120262,"SNX8"
"ENSG00000118849",215.159148179282,-0.421501179275123,0.150341212619786,-2.80363030156676,0.00505308093803235,0.0297507825147833,"RARRES1"
"ENSG00000181722",697.025142091502,-0.183883929688823,0.0656086159122062,-2.8027405719835,0.00506704102259204,0.0298252538866028,"ZBTB20"
"ENSG00000168434",332.447150469619,0.161337092353747,0.0575726633795822,2.80232115179448,0.00507363391616027,0.0298563337099998,"COG7"
"ENSG00000188086",6.70628798959239,-0.536731049929956,0.191548339894553,-2.80206578780806,0.00507765179644021,0.0298722484372054,"PRSS45"
"ENSG00000183444",59.3830510854517,0.255045870821244,0.0910334254995415,2.80167278581129,0.00508384088377503,0.0298931946899119,"OR7E38P"
"ENSG00000245532",20907.3010460119,0.366210127258123,0.13070902210494,2.80172035075062,0.00508309145744694,0.0298931946899119,"NEAT1"
"ENSG00000103723",61.9004629555204,-0.298761224819908,0.10665102768959,-2.80129719602382,0.00508976213136047,0.0299202765354517,"AP3B2"
"ENSG00000130066",3326.62411476522,0.298261403643219,0.106486100745823,2.80094210938529,0.0050953658747725,0.0299377425615669,"SAT1"
"ENSG00000181315",119.318612779527,-0.210713175892624,0.0752289743053466,-2.80095771394358,0.00509511949680932,0.0299377425615669,"ZNF322"
"ENSG00000166797",153.017423005639,0.256399738203186,0.0915540962649372,2.80052721465593,0.0051019205344428,0.029968512560787,"FAM96A"
"ENSG00000122691",24.5848713155997,-0.37194483218878,0.132821271877739,-2.80034084096975,0.00510486741451753,0.0299703418884323,"TWIST1"
"ENSG00000130201",29.2160903719338,0.534901798179994,0.191011537196115,2.80036382111726,0.00510450397676817,0.0299703418884323,"EXOC3L2"
"ENSG00000213949",961.152306710639,-0.348612366376286,0.124494108629563,-2.80023183597864,0.00510659167893209,0.0299727280375823,"ITGA1"
"ENSG00000130818",179.415364412996,-0.161171101217492,0.0575700984131317,-2.79956271849501,0.00511718746147817,0.0300271701815943,"ZNF426"
"ENSG00000146833",391.866840264985,-0.115494963813791,0.0412566093332122,-2.79942936854037,0.00511930149239902,0.0300318269649531,"TRIM4"
"ENSG00000186017",144.726317422642,-0.154690460861848,0.0553056224399713,-2.79701147979573,0.00515777006295768,0.0302496963156033,"ZNF566"
"ENSG00000196911",376.897269125464,-0.204027059539366,0.072947770713227,-2.79689231822367,0.00515967265846291,0.0302530536076516,"KPNA5"
"ENSG00000185689",10.4953195841691,-0.500846931310148,0.17908227690829,-2.79674203364433,0.00516207308438289,0.0302593273791764,"C6orf201"
"ENSG00000260228",19.2229314136832,0.521542811060371,0.186492249309168,2.79659242135986,0.00516446377441506,0.0302655408619676,"ENSG00000260228"
"ENSG00000168539",10.1290885260559,0.618431307698031,0.221148953288024,2.79644691283067,0.00516678984926636,0.0302713725738573,"CHRM1"
"ENSG00000105851",106.144737309537,-0.442991735990178,0.15846856531652,-2.79545495414413,0.00518267237628653,0.0303566058527584,"PIK3CG"
"ENSG00000115325",42.6510352433897,-0.286006520734204,0.102328361784645,-2.79498777998733,0.00519016770193067,0.0303926813112027,"DOK1"
"ENSG00000090520",299.460979276251,0.190938954476939,0.068319394644421,2.79479868741095,0.00519320428010478,0.0304026353015967,"DNAJB11"
"ENSG00000227329",17.0144412522816,-0.410689920486663,0.146976101310434,-2.79426326338069,0.00520181119601231,0.0304451862691982,"ENSG00000227329"
"ENSG00000096696",4516.33433105765,0.359378565905834,0.12863013645528,2.79389088598827,0.00520780474170785,0.0304724237317734,"DSP"
"ENSG00000189319",577.506572503875,-0.161231728070581,0.0577198628452661,-2.79334911974422,0.0052165358035576,0.0305156610895355,"FAM53B"
"ENSG00000226471",55.1599135741591,0.277734085324466,0.0994307995783529,2.79323998702844,0.00521829617729486,0.0305181096056555,"ENSG00000226471"
"ENSG00000106615",291.340911193241,0.213799290509477,0.0765568603113321,2.79268624183417,0.00522723668070781,0.030562537549105,"RHEB"
"ENSG00000108423",112.912148303445,-0.164390982687322,0.0588883920801695,-2.79156853974758,0.00524532473010929,0.0306525348565277,"TUBD1"
"ENSG00000232913",36.2025960139994,0.452474042863546,0.162085643465242,2.79157384448164,0.00524523874890591,0.0306525348565277,"ENSG00000232913"
"ENSG00000167113",432.561364623716,0.180997783360301,0.0648503879040307,2.79100540814269,0.0052544594324876,0.0306980285981243,"COQ4"
"ENSG00000135469",75.0212281260048,-0.193652015875542,0.06939541549697,-2.7905592104135,0.0052617075222096,0.0307324796828801,"COQ10A"
"ENSG00000149554",46.3525363063732,0.356205535185068,0.127700649126246,2.78937920537053,0.00528091921208823,0.0308209459994187,"CHEK1"
"ENSG00000228481",18.3131987606678,-0.386135974113152,0.13843019061386,-2.78939133436758,0.005280721417735,0.0308209459994187,"ENSG00000228481"
"ENSG00000234678",15.5149202667689,0.325377256432355,0.116645626066246,2.78945098419348,0.00527974877196596,0.0308209459994187,"ENSG00000234678"
"ENSG00000111339",11.2656262318293,0.445673845210706,0.159803550353695,2.78888575519312,0.0052889718571454,0.0308600246072127,"ART4"
"ENSG00000149090",139.102393030968,0.439099495779301,0.157451505447961,2.78879198093426,0.00529050341883404,0.0308610437953222,"PAMR1"
"ENSG00000163191",1021.44525293315,0.377289476607766,0.135312528417598,2.78828192052834,0.00529884096309343,0.0309017535550249,"S100A11"
"ENSG00000014216",1469.2091726687,0.240381221409927,0.0862276291222855,2.7877517201479,0.00530752029748586,0.0309444351822657,"CAPN1"
"ENSG00000141349",149.276002091888,0.185692941989666,0.0666323380743266,2.78682914867148,0.0053226533272822,0.0310227573473166,"G6PC3"
"ENSG00000165240",459.755927742442,0.170195591853211,0.061072784616602,2.78676652655764,0.00532368193486531,0.0310227573473166,"ATP7A"
"ENSG00000169519",266.098881520602,0.21383712655847,0.0767435334597119,2.78638625195344,0.00532993204031725,0.0310353236879097,"METTL15"
"ENSG00000210196",566.320807735313,0.398542168057482,0.143030108773428,2.78642148478546,0.00532935268321539,0.0310353236879097,"MT-TP"
"ENSG00000234882",37.4230210964303,-0.296106668472919,0.106268166521753,-2.78640987385726,0.00532954360321661,0.0310353236879097,"EIF3EP1"
"ENSG00000068305",738.886484863943,0.145028914087634,0.0520543834580049,2.78610377173398,0.00533457910869945,0.0310544323645406,"MEF2A"
"ENSG00000179144",96.4712184016547,-0.397182098418513,0.142563274320317,-2.78600572491137,0.00533619292745132,0.0310558781837136,"GIMAP7"
"ENSG00000163001",335.873563845827,0.236060720788423,0.0847374531342571,2.78578966038088,0.00533975083569047,0.031060688748579,"CCDC104"
"ENSG00000230457",70.0757022895571,0.366801231678074,0.131666903171615,2.7858271353127,0.0053391335870432,0.031060688748579,"PA2G4P4"
"ENSG00000185532",233.818447359891,-0.406296516471275,0.145851392732223,-2.78568828764782,0.00534142086634929,0.0310624587533235,"PRKG1"
"ENSG00000074695",1523.10912075818,0.211847583432884,0.0760509540660311,2.78560060205094,0.00534286579337225,0.0310629191217941,"LMAN1"
"ENSG00000147065",1216.66848001866,-0.298225723470928,0.10708630690549,-2.7849099673792,0.00535425876076963,0.0311212014451685,"MSN"
"ENSG00000164930",1052.78598912813,0.236031638216431,0.0847663836990914,2.78449578613982,0.00536110176803721,0.0311372859815089,"FZD6"
"ENSG00000197980",133.500589029084,0.399238816508289,0.143379311436395,2.78449388903222,0.00536113312977439,0.0311372859815089,"LEKR1"
"ENSG00000198246",55.1200615465252,-0.221690327614866,0.07961266236526,-2.78461140512748,0.00535919074354142,0.0311372859815089,"SLC29A3"
"ENSG00000231047",6.49270271029362,-0.498491382683296,0.179047415742912,-2.78413056460453,0.00536714242558219,0.0311642295959769,"GCNT1P3"
"ENSG00000184014",529.344304323747,-0.187122345185162,0.0672215499163599,-2.78366603296098,0.00537483452320321,0.0312009281255063,"DENND5A"
"ENSG00000169188",114.937847788346,0.201265854716233,0.072310598476468,2.783352080563,0.0053800388414663,0.031223170046009,"APEX2"
"ENSG00000159267",382.437656941242,0.129507744886793,0.0465524046705079,2.78197755418723,0.00540287766631586,0.0313477167455836,"HLCS"
"ENSG00000166408",9.13289557666183,-0.477214786465541,0.171551639231567,-2.78175591094981,0.00540656862582122,0.0313611315546233,"OR5P1P"
"ENSG00000164659",219.135969775554,-0.276656911813811,0.0994790251714452,-2.78105772887312,0.00541821013116313,0.0314206453909164,"KIAA1324L"
"ENSG00000124491",364.928774947997,-0.466639332050455,0.167821914618655,-2.78056255710589,0.00542648034939728,0.0314605834990293,"F13A1"
"ENSG00000234614",22.8118886856854,-0.333514700859463,0.119975325065685,-2.77986078118035,0.00543822073291553,0.03151788853346,"ENSG00000234614"
"ENSG00000247240",25.740551646895,0.259806802981388,0.0934622026631847,2.77980612031657,0.00543913614552543,0.03151788853346,"UBL7-AS1"
"ENSG00000111252",307.133286218673,-0.212004421403893,0.0762751906314952,-2.7794676047175,0.005444808409397,0.0315427209534706,"SH2B3"
"ENSG00000228010",7.82792950235113,-0.43927482614371,0.158054366922839,-2.77926408928745,0.00544822114168716,0.0315544542007978,"ENSG00000228010"
"ENSG00000113240",620.24650491608,-0.186019650614054,0.0669604887926783,-2.77805096659322,0.00546860397992478,0.0316511430798895,"CLK4"
"ENSG00000126785",173.021964446621,-0.394316806054838,0.141941567322725,-2.7780220656455,0.00546909041083213,0.0316511430798895,"RHOJ"
"ENSG00000230684",5.98916667637001,-0.481006906273496,0.17314318401001,-2.77808744839582,0.00546799001165852,0.0316511430798895,"ENSG00000230684"
"ENSG00000132622",60.023969874333,-0.44954132033973,0.161844901788129,-2.77760569145528,0.00547610272714047,0.0316756053982917,"HSPA12B"
"ENSG00000238227",154.8144734302,0.207152936214627,0.0745791902887826,2.77762383062216,0.00547579706952793,0.0316756053982917,"C9orf69"
"ENSG00000186466",17.394892136938,0.505160884668341,0.181905885161978,2.77704530679984,0.00548555318984545,0.0317222023264289,"AQP7P1"
"ENSG00000105650",27.8986748742418,0.503424313892534,0.181319656206891,2.7764464395306,0.00549566890238393,0.0317564770111332,"PDE4C"
"ENSG00000145864",34.9996998882393,0.377857354890918,0.13609030965025,2.77651917952135,0.00549443932371456,0.0317564770111332,"GABRB2"
"ENSG00000154188",178.936873102987,-0.36761705846593,0.132403075131255,-2.77649939853362,0.00549477367201701,0.0317564770111332,"ANGPT1"
"ENSG00000122862",187.089826586457,-0.418419653895664,0.150732331823741,-2.77591176911495,0.00550471446237991,0.0317706409885326,"SRGN"
"ENSG00000137038",206.970820445143,0.263438531052767,0.0949020930993724,2.7758980065584,0.00550494747475511,0.0317706409885326,"TMEM261"
"ENSG00000138653",15.4165890818519,-0.510902177571041,0.184049948155344,-2.7758887339638,0.00550510447308331,0.0317706409885326,"NDST4"
"ENSG00000169857",64.1971519044339,0.217798890014563,0.078451881726134,2.77620989098607,0.00549966917723492,0.0317706409885326,"AVEN"
"ENSG00000214546",23.8158438738647,-0.422947838667623,0.152356759253937,-2.77603593525302,0.00550261262116498,0.0317706409885326,"ENSG00000214546"
"ENSG00000071967",1713.52056058108,-0.339724476458597,0.122398396471724,-2.77556313033136,0.00551061997270579,0.0317838360460502,"CYBRD1"
"ENSG00000136522",129.435861609558,0.269263398498456,0.0970113571173323,2.77558634885181,0.00551022650200211,0.0317838360460502,"MRPL47"
"ENSG00000253636",66.5626091300961,-0.358357122341868,0.129114145076302,-2.77550629429558,0.00551158324681771,0.0317838360460502,"ENSG00000253636"
"ENSG00000101057",15.9593709170069,0.548791430944913,0.197734928107563,2.77538943775468,0.00551356424382876,0.0317872002944591,"MYBL2"
"ENSG00000197951",80.5763303340302,-0.209949750008,0.0756500683475626,-2.77527508690962,0.00551550338538515,0.0317903215907754,"ZNF71"
"ENSG00000152661",350.929620689579,-0.361212088718738,0.13015973427455,-2.77514463848567,0.00551771625842876,0.0317950186424382,"GJA1"
"ENSG00000227188",11.8724065412588,-0.470984427603792,0.169729411080084,-2.77491346141281,0.00552163981885787,0.0318095683992157,"ENSG00000227188"
"ENSG00000112212",8.98570121762632,-0.415421486752706,0.149723695501254,-2.77458745165174,0.00552717716833115,0.0318253462067148,"TSPO2"
"ENSG00000138031",222.574981900654,-0.222629070964127,0.0802365737094202,-2.77465824712789,0.00552597426536605,0.0318253462067148,"ADCY3"
"ENSG00000083642",803.487424639771,-0.136249413494363,0.0491091728456467,-2.77441882237772,0.00553004334074835,0.031833790367497,"PDS5B"
"ENSG00000109083",96.6982859959432,0.193418463486415,0.0697485552317457,2.77308200641239,0.00555281255531491,0.0319567734711747,"IFT20"
"ENSG00000105755",67.1807878722006,0.329553650205617,0.11890530252867,2.77156395213035,0.0055787712511959,0.0320980453673665,"ETHE1"
"ENSG00000117152",80.3516912774585,-0.54424160475474,0.196449099787008,-2.77039500483745,0.00559883479175884,0.0322053359898238,"RGS4"
"ENSG00000170381",123.736551522069,-0.389439674293417,0.140579435437469,-2.77024639543842,0.00560139014800132,0.0322118881229184,"SEMA3E"
"ENSG00000183647",56.4114865554054,-0.209249809370915,0.0755386156847987,-2.77010383992282,0.00560384239579012,0.0322178441480916,"ZNF530"
"ENSG00000166750",1515.14172418884,0.227785139156323,0.0822515366558031,2.76937244479131,0.00561643913461121,0.032282105554106,"SLFN5"
"ENSG00000180938",62.0121041281454,-0.234233338561207,0.0845854910701062,-2.76919050297963,0.00561957666388788,0.0322919786870808,"ZNF572"
"ENSG00000248254",8.18950196522055,-0.447642311055663,0.161656555110777,-2.76909470666941,0.00562122927649812,0.0322933161567753,"ENSG00000248254"
"ENSG00000156206",134.615173054902,0.400092601240965,0.144539174130327,2.76805650543024,0.00563916776177698,0.0323881897913777,"C15orf26"
"ENSG00000204060",11.1886275881611,-0.4478298805476,0.161807318006596,-2.76767383616941,0.00564579269938058,0.0324180533084352,"FOXO6"
"ENSG00000142252",48.7067807568344,0.240233396641732,0.0868062727142161,2.76746586542921,0.00564939612378757,0.0324305566480122,"GEMIN7"
"ENSG00000083807",57.004766961982,0.251855159382939,0.091032901958084,2.76663880822898,0.0056637467471086,0.0325047327822958,"SLC27A5"
"ENSG00000198919",1013.85711172601,0.311741146633785,0.112697575639803,2.76617438187095,0.00567181961654955,0.0325428520077707,"DZIP3"
"ENSG00000178531",35.4915900873809,0.466393808874545,0.168612405488826,2.76607054814512,0.00567362592048733,0.0325450057845054,"CTXN1"
"ENSG00000136021",712.815484425546,0.193547513032937,0.0699759433215472,2.76591502516179,0.00567633238758294,0.0325523206815901,"SCYL2"
"ENSG00000088899",229.999372061515,-0.251567003575449,0.0909570969806256,-2.76577652460736,0.00567874360447897,0.0325579391329139,"ENSG00000088899"
"ENSG00000204176",201.185194377755,-0.42189407983685,0.152555817827147,-2.76550632972173,0.00568345020510977,0.0325685037704753,"SYT15"
"ENSG00000261286",34.0813360864675,0.373037514292192,0.134887497967177,2.7655455095102,0.00568276750332797,0.0325685037704753,"ENSG00000261286"
"ENSG00000206531",26.7422909625742,0.59150683887726,0.213980786427873,2.76429883613237,0.00570452690123278,0.0326810478190525,"CD200R1L"
"ENSG00000258455",15.6343724357848,0.429724533278091,0.155500235961682,2.76349762828644,0.00571855079401662,0.0327531400803611,"ENSG00000258455"
"ENSG00000235831",14.4498513321502,-0.412269244781015,0.149188901366343,-2.76340425464132,0.00572018717523583,0.0327542641272819,"BHLHE40-AS1"
"ENSG00000269360",8.51149079075912,-0.507415046339127,0.183687018900211,-2.76238924980749,0.00573800248798423,0.0328480061884504,"ENSG00000269360"
"ENSG00000006451",218.591343766257,0.267913027248364,0.0970164482938019,2.76152170028966,0.00575326931679833,0.0329271155866284,"RALA"
"ENSG00000156515",863.597776476506,0.191133734974908,0.0692157753813686,2.76141867835461,0.00575508469128333,0.0329292191744775,"HK1"
"ENSG00000133835",826.088502797079,0.179481459019394,0.0649982301155765,2.7613284038696,0.00575667586446667,0.0329300392005609,"HSD17B4"
"ENSG00000105974",649.612098637438,-0.378477862075201,0.13707486792355,-2.76110324094047,0.00576064630288724,0.0329437209147112,"CAV1"
"ENSG00000126821",81.5149847826665,-0.344642708912313,0.124831453084655,-2.76086435266112,0.00576486146854338,0.0329437209147112,"SGPP1"
"ENSG00000186417",70.3094669406833,0.361195462953081,0.130822008947757,2.76096863102998,0.00576302114267194,0.0329437209147112,"GLDN"
"ENSG00000255103",571.906627002521,-0.189195111591418,0.0685266155013386,-2.76089969141584,0.00576423774365568,0.0329437209147112,"KIAA0754"
"ENSG00000261208",11.456500372714,-0.470078053852316,0.17027397919304,-2.76071573636855,0.00576748519491142,0.0329504353863515,"ENSG00000261208"
"ENSG00000261692",6.87663896462054,-0.479061996046797,0.1735341967741,-2.76062012532562,0.00576917371635896,0.0329518048731462,"ENSG00000261692"
"ENSG00000235954",194.472074227628,-0.21207596328309,0.0768290228241152,-2.7603626271363,0.00577372343336627,0.0329695118675577,"TTC28-AS1"
"ENSG00000125945",424.855206435911,0.229504624148719,0.0831559801144388,2.75992927788087,0.00578138755458349,0.0329967072876906,"ZNF436"
"ENSG00000242498",164.375198729746,-0.197265336235804,0.0714746397595075,-2.75993466912947,0.00578129214980307,0.0329967072876906,"C15orf38"
"ENSG00000162374",5.58092067472934,0.538555965687249,0.195154888044246,2.75963349462785,0.00578662397927298,0.0330027275460193,"ELAVL4"
"ENSG00000186615",26.1932653144725,-0.264247936018231,0.0957550573309738,-2.75962380874431,0.00578679552644763,0.0330027275460193,"KTN1-AS1"
"ENSG00000254838",293.850122250262,-0.399578615594754,0.144788949738315,-2.75973143197002,0.00578488966360235,0.0330027275460193,"GVINP1"
"ENSG00000206762",8.24862744786402,0.471907098493403,0.171030021066467,2.75920622327472,0.00579419576562561,0.0330366479050862,"RNU6-418P"
"ENSG00000147601",295.221576680734,-0.126652095175088,0.0459114082910858,-2.75861926020855,0.00580461205516047,0.0330877435044034,"TERF1"
"ENSG00000185186",7.18088493272117,-0.532754804892176,0.193134824005309,-2.75846061235197,0.00580743032840228,0.0330955137532402,"LINC00313"
"ENSG00000114354",511.047882464313,0.16138461998668,0.0585223078455967,2.75765987241091,0.00582167377481515,0.0331683738312615,"TFG"
"ENSG00000136051",990.430360289087,-0.140556339983835,0.0509744648065863,-2.75738726276287,0.00582653009732468,0.0331877286585406,"KIAA1033"
"ENSG00000166928",13.3980529479836,-0.459564730385455,0.166679035653875,-2.75718376088871,0.00583015770060328,0.0332000768008315,"MS4A14"
"ENSG00000126267",344.143510278998,0.304285765766858,0.110366712438503,2.7570429438714,0.00583266908193183,0.0332060639798392,"COX6B1"
"ENSG00000106034",626.255772209486,-0.465648108105038,0.168930231336051,-2.75645220173013,0.00584321522035055,0.0332577795224357,"CPED1"
"ENSG00000119638",842.167164127224,-0.0893265994311123,0.0324149822820109,-2.75571952049732,0.00585631918572914,0.0333073577294883,"NEK9"
"ENSG00000237517",12.3198695181862,-0.472459280056612,0.171444866315969,-2.75575052323749,0.00585576416705285,0.0333073577294883,"DGCR5"
"ENSG00000270157",103.622732733101,0.252966764201249,0.0917937214987481,2.7558177190223,0.00585456137434788,0.0333073577294883,"ENSG00000270157"
"ENSG00000065809",1219.60322237327,0.249443909648086,0.0905330258746601,2.75528081866426,0.00586417801851209,0.033320024839871,"FAM107B"
"ENSG00000134138",338.600371074328,-0.181528027265091,0.0658878880630357,-2.75510465734494,0.00586733641767866,0.033320024839871,"MEIS2"
"ENSG00000139278",179.484907445901,-0.293904295180483,0.106672154410622,-2.75521101832379,0.00586542928659134,0.033320024839871,"GLIPR1"
"ENSG00000163170",38.964003112619,0.31576265936943,0.114597621919581,2.75540324554917,0.00586198392762029,0.033320024839871,"BOLA3"
"ENSG00000178458",23.2067603900034,0.367040525373621,0.133218791278426,2.75517081225058,0.00586615014554788,0.033320024839871,"H3F3AP6"
"ENSG00000182372",302.396665275851,0.180035338279059,0.065337197898446,2.75547994205214,0.00586060977732323,0.033320024839871,"CLN8"
"ENSG00000127022",5216.95618907866,0.246103848265128,0.0893407594177605,2.75466483460632,0.00587522870108127,0.033339870653042,"CANX"
"ENSG00000205670",120.57483776092,-0.155165709855298,0.056325514263729,-2.7548032518403,0.00587274387818827,0.033339870653042,"SMIM11"
"ENSG00000231794",14.1785659345408,-0.387333088451936,0.140609123890439,-2.75467962344848,0.00587496317120292,0.033339870653042,"ENSG00000231794"
"ENSG00000182827",497.398246107699,0.204134512832445,0.0741112978575009,2.75443176322387,0.00587941486702516,0.0333553035010278,"ACBD3"
"ENSG00000232788",15.6234405283071,-0.474702197417907,0.172349761638498,-2.75429564221615,0.00588186096282342,0.033360859286398,"ENSG00000232788"
"ENSG00000165269",27.1969498597016,-0.444767807138043,0.161552726140378,-2.75308141040944,0.00590372133918997,0.0334764991619389,"AQP7"
"ENSG00000144401",110.709364564509,-0.157956415541127,0.0573764104704468,-2.75298531654376,0.00590545448436995,0.0334779802573555,"METTL21A"
"ENSG00000196664",36.8382866286161,-0.504994370551608,0.183445682228787,-2.75282778213225,0.00590829676093831,0.0334857467059011,"TLR7"
"ENSG00000187257",670.237819460706,-0.137861867668096,0.0500929743024064,-2.75211982494466,0.00592108513379403,0.0335498655413581,"RSBN1L"
"ENSG00000124160",324.222653770257,-0.116352996643488,0.0422871278101627,-2.75149915988206,0.00593231719836738,0.0336051363286843,"NCOA5"
"ENSG00000119541",678.209940506916,0.24729008881531,0.0898884948076161,2.75107608982186,0.00593998442291193,0.0336305966322985,"VPS4B"
"ENSG00000147121",130.785132242317,-0.156030625399874,0.0567176519852704,-2.75100643165544,0.00594124768152371,0.0336305966322985,"KRBOX4"
"ENSG00000172382",12.8682825510761,0.563186861862457,0.204718205112105,2.75103458216651,0.00594073713972023,0.0336305966322985,"PRSS27"
"ENSG00000143537",822.705150819355,0.230871257888851,0.08392926036408,2.75078389690729,0.00594528499633105,0.0336450763763507,"ADAM15"
"ENSG00000269928",17.0667699574869,-0.365991325814316,0.133060252660658,-2.75056839661728,0.00594919704535259,0.0336588401988804,"ENSG00000269928"
"ENSG00000102003",22.3779563499052,-0.312432065314668,0.113620337729464,-2.74978997209624,0.00596334737714813,0.0337305080193626,"SYP"
"ENSG00000161911",10.3914623754187,0.417488591089694,0.151835701929713,2.74960754146581,0.00596666801544809,0.0337408993891973,"TREML1"
"ENSG00000105401",477.637972223722,0.183567469656203,0.0667691344067048,2.74928634746191,0.00597251850147567,0.0337655880679997,"CDC37"
"ENSG00000139410",15.1949525728044,0.368872627879301,0.134175259443535,2.74918512853357,0.00597436325533103,0.0337676237274475,"SDSL"
"ENSG00000177469",1525.95289585158,-0.346998999543982,0.126237032577412,-2.7487892614332,0.0059815830169883,0.0337962124566476,"PTRF"
"ENSG00000271208",9.40468922256657,-0.507688802800427,0.184698408871959,-2.74874486413349,0.00598239321801193,0.0337962124566476,"ENSG00000271208"
"ENSG00000051180",16.0847107568859,0.402465148758726,0.146423282337972,2.74864176196898,0.00598427509856448,0.0337984486818353,"RAD51"
"ENSG00000161800",115.929530864151,0.344793479899838,0.125456674949225,2.74830717488235,0.00599038585104075,0.0338245620149133,"RACGAP1"
"ENSG00000134057",70.8557915433365,0.430045099556119,0.156483929637906,2.74817420901441,0.00599281584231139,0.0338298842187963,"CCNB1"
"ENSG00000071991",95.5142952026822,0.489392366372715,0.17809124811449,2.74798661671514,0.00599624565848569,0.0338324513164472,"CDH19"
"ENSG00000119383",543.391988034953,0.198618636447091,0.0722759886861771,2.74805838090288,0.00599493335970276,0.0338324513164472,"PPP2R4"
"ENSG00000157890",116.781717635298,0.249799097131822,0.0909114366148051,2.74771916970391,0.00600113854472987,0.0338516604814822,"MEGF11"
"ENSG00000228140",56.4374541702734,0.486208546130532,0.176996644702063,2.74699301192382,0.00601444159517252,0.033918289025689,"ENSG00000228140"
"ENSG00000100982",279.316973092921,-0.152545586935292,0.0555346869206718,-2.74685237990439,0.00601702101162408,0.0339244238692063,"PCIF1"
"ENSG00000107581",2130.70710824879,0.166597461412403,0.0606552748635903,2.74662775475125,0.00602114306400175,0.0339392510155281,"EIF3A"
"ENSG00000152022",228.999938453794,-0.274413981253905,0.0999130348014502,-2.74652833635999,0.00602296828356628,0.0339411275127432,"LIX1L"
"ENSG00000161888",13.8689197795214,0.531266025163265,0.193495517095389,2.74562446271746,0.00603958535636402,0.0340263387032805,"SPC24"
